district_school,GRADE_LEVEL,SCHOOL_NAME,DISTRICT_NAME,Disability__Autism,Disability__Blind_and_Visually_Impaired,Disability__Deaf_or_Hard_of_Hearing,Disability__Deafblind,Disability__Emotional_Behavioral_Disability,Disability__Intellectual_Disability,Disability__Not_IDEA_Eligible_or_No_Disability,Disability__Orthopedic_Impairment,Disability__Other_Health_Impairment,Disability__Significant_Developmental_Delay,Disability__Specific_Learning_Disability,Disability__Speech_or_Language_Impairment,Disability__Traumatic_Brain_Injury,Disability_Status__SwD,Disability_Status__SwoD,Economic_Status__Econ_Disadv,Economic_Status__Not_Econ_Disadv,EL_Status__EL,EL_Status__Eng_Prof,EL_Status__Unknown,Gender__Female,Gender__Male,Gender__Non-binary,Migrant_Status__Migrant,Migrant_Status__Not_Migrant,Race/Ethnicity__Amer_Indian,Race/Ethnicity__Asian,Race/Ethnicity__Black,Race/Ethnicity__Hispanic,Race/Ethnicity__Pacific_Isle,Race/Ethnicity__Two_or_More,Race/Ethnicity__White,Economic_Status__Unknown,Disability__Unknown,Disability_Status__Unknown,Race/Ethnicity__Unknown,Economic_Status__[Data_Suppressed],Disability__[Data_Suppressed],Disability_Status__[Data_Suppressed],Gender__[Data_Suppressed],Migrant_Status__[Data_Suppressed]
8022NA,5,[Districtwide],"Adeline Montessori School, Inc.",*,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,20.00,NA,NA,NA,NA,80.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
8022NA,6,[Districtwide],"Adeline Montessori School, Inc.",NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
8022NA,7,[Districtwide],"Adeline Montessori School, Inc.",*,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,22.22,11.11,NA,NA,NA,66.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
8022NA,8,[Districtwide],"Adeline Montessori School, Inc.",NA,NA,NA,NA,NA,*,*,NA,NA,NA,NA,NA,NA,*,*,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,14.29,NA,NA,NA,NA,85.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
8022NA,9,[Districtwide],"Adeline Montessori School, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
8022NA,K4,[Districtwide],"Adeline Montessori School, Inc.",*,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,NA,100.00,NA,100.00,NA,55.00,45.00,NA,NA,100.00,NA,NA,NA,NA,NA,5.00,95.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
8022NA,KG,[Districtwide],"Adeline Montessori School, Inc.",*,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,*,*,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
80228148,1,Adeline Montessori School Inc,"Adeline Montessori School, Inc.",NA,NA,NA,NA,NA,NA,*,NA,NA,*,NA,NA,NA,*,*,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,10.00,NA,NA,90.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
80228148,2,Adeline Montessori School Inc,"Adeline Montessori School, Inc.",NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,11.11,NA,NA,88.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
80228148,3,Adeline Montessori School Inc,"Adeline Montessori School, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,16.67,NA,NA,83.33,NA,NA,NA,NA,NA,*,*,NA,NA
80228148,4,Adeline Montessori School Inc,"Adeline Montessori School, Inc.",NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,50.00,NA,NA,50.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
80228148,5,Adeline Montessori School Inc,"Adeline Montessori School, Inc.",*,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,20.00,NA,NA,NA,NA,80.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
80228148,6,Adeline Montessori School Inc,"Adeline Montessori School, Inc.",NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
80228148,7,Adeline Montessori School Inc,"Adeline Montessori School, Inc.",*,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,NA,100.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,22.22,11.11,NA,NA,NA,66.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
80228148,8,Adeline Montessori School Inc,"Adeline Montessori School, Inc.",NA,NA,NA,NA,NA,*,*,NA,NA,NA,NA,NA,NA,*,*,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,14.29,NA,NA,NA,NA,85.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
80228148,9,Adeline Montessori School Inc,"Adeline Montessori School, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
80228148,K4,Adeline Montessori School Inc,"Adeline Montessori School, Inc.",*,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,NA,100.00,NA,100.00,NA,55.00,45.00,NA,NA,100.00,NA,NA,NA,NA,NA,5.00,95.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
80228148,KG,Adeline Montessori School Inc,"Adeline Montessori School, Inc.",*,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,*,*,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,1,[Districtwide],Albany,*,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,*,*,NA,100.00,NA,43.75,56.25,NA,NA,100.00,NA,NA,NA,NA,NA,12.50,87.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,10,[Districtwide],Albany,*,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,30.00,70.00,5.00,95.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,10.00,5.00,NA,NA,85.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,11,[Districtwide],Albany,*,NA,NA,NA,NA,NA,75.00,NA,*,NA,*,NA,NA,25.00,75.00,21.43,78.57,3.57,96.43,NA,46.43,53.57,NA,NA,100.00,NA,NA,NA,7.14,NA,NA,92.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,12,[Districtwide],Albany,NA,NA,NA,NA,*,*,*,NA,NA,NA,*,NA,NA,*,*,*,*,17.65,82.35,NA,47.06,52.94,NA,NA,100.00,NA,5.88,NA,17.65,NA,NA,76.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,2,[Districtwide],Albany,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,*,NA,*,*,*,*,NA,100.00,NA,43.75,56.25,NA,NA,100.00,NA,NA,NA,6.25,NA,NA,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,3,[Districtwide],Albany,*,NA,NA,NA,NA,NA,71.43,NA,*,*,*,*,NA,28.57,71.43,50.00,50.00,NA,100.00,NA,39.29,60.71,NA,NA,100.00,NA,NA,NA,3.57,NA,NA,96.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,4,[Districtwide],Albany,NA,NA,NA,NA,*,*,68.42,NA,*,NA,*,*,NA,31.58,68.42,63.16,36.84,NA,100.00,NA,36.84,63.16,NA,NA,100.00,NA,NA,NA,5.26,NA,5.26,89.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,5,[Districtwide],Albany,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,*,*,NA,100.00,NA,63.64,36.36,NA,NA,100.00,NA,NA,NA,13.64,NA,NA,86.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,6,[Districtwide],Albany,*,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,*,*,40.00,60.00,6.67,93.33,NA,*,*,NA,NA,100.00,NA,NA,NA,6.67,NA,NA,93.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,7,[Districtwide],Albany,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,*,*,NA,100.00,NA,68.42,31.58,NA,NA,100.00,NA,NA,5.26,5.26,NA,NA,89.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,8,[Districtwide],Albany,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,*,*,37.50,62.50,NA,100.00,NA,43.75,56.25,NA,NA,100.00,NA,NA,NA,NA,NA,6.25,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,9,[Districtwide],Albany,*,NA,NA,NA,*,NA,*,NA,*,NA,NA,NA,NA,*,*,*,*,NA,100.00,NA,40.00,60.00,NA,NA,100.00,NA,NA,13.33,NA,NA,NA,86.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,KG,[Districtwide],Albany,*,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,*,*,NA,100.00,NA,58.82,41.18,NA,NA,100.00,NA,NA,5.88,5.88,NA,5.88,82.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063NA,PK,[Districtwide],Albany,NA,NA,*,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,34.78,65.22,NA,100.00,NA,*,*,*,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630060,5,Albany Community Middle,Albany,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,*,*,NA,100.00,NA,63.64,36.36,NA,NA,100.00,NA,NA,NA,13.64,NA,NA,86.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630060,6,Albany Community Middle,Albany,*,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,NA,*,*,40.00,60.00,6.67,93.33,NA,*,*,NA,NA,100.00,NA,NA,NA,6.67,NA,NA,93.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630060,7,Albany Community Middle,Albany,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,*,*,NA,100.00,NA,68.42,31.58,NA,NA,100.00,NA,NA,5.26,5.26,NA,NA,89.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630060,8,Albany Community Middle,Albany,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,*,*,37.50,62.50,NA,100.00,NA,43.75,56.25,NA,NA,100.00,NA,NA,NA,NA,NA,6.25,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630020,1,Albany Elementary,Albany,*,NA,NA,NA,NA,NA,*,NA,NA,*,NA,*,NA,*,*,*,*,NA,100.00,NA,43.75,56.25,NA,NA,100.00,NA,NA,NA,NA,NA,12.50,87.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630020,2,Albany Elementary,Albany,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,*,NA,*,*,*,*,NA,100.00,NA,43.75,56.25,NA,NA,100.00,NA,NA,NA,6.25,NA,NA,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630020,3,Albany Elementary,Albany,*,NA,NA,NA,NA,NA,71.43,NA,*,*,*,*,NA,28.57,71.43,50.00,50.00,NA,100.00,NA,39.29,60.71,NA,NA,100.00,NA,NA,NA,3.57,NA,NA,96.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630020,4,Albany Elementary,Albany,NA,NA,NA,NA,*,*,68.42,NA,*,NA,*,*,NA,31.58,68.42,63.16,36.84,NA,100.00,NA,36.84,63.16,NA,NA,100.00,NA,NA,NA,5.26,NA,5.26,89.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630020,KG,Albany Elementary,Albany,*,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,*,*,NA,100.00,NA,58.82,41.18,NA,NA,100.00,NA,NA,5.88,5.88,NA,5.88,82.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630020,PK,Albany Elementary,Albany,NA,NA,*,NA,NA,NA,*,NA,NA,NA,NA,*,NA,*,*,34.78,65.22,NA,100.00,NA,*,*,*,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630040,10,Albany High,Albany,*,NA,NA,NA,NA,NA,*,NA,NA,NA,*,NA,NA,*,*,30.00,70.00,5.00,95.00,NA,50.00,50.00,NA,NA,100.00,NA,NA,10.00,5.00,NA,NA,85.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630040,11,Albany High,Albany,*,NA,NA,NA,NA,NA,75.00,NA,*,NA,*,NA,NA,25.00,75.00,21.43,78.57,3.57,96.43,NA,46.43,53.57,NA,NA,100.00,NA,NA,NA,7.14,NA,NA,92.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630040,12,Albany High,Albany,NA,NA,NA,NA,*,*,*,NA,NA,NA,*,NA,NA,*,*,*,*,17.65,82.35,NA,47.06,52.94,NA,NA,100.00,NA,5.88,NA,17.65,NA,NA,76.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
00630040,9,Albany High,Albany,*,NA,NA,NA,*,NA,*,NA,*,NA,NA,NA,NA,*,*,*,*,NA,100.00,NA,40.00,60.00,NA,NA,100.00,NA,NA,13.33,NA,NA,NA,86.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,1,[Districtwide],Algoma,NA,NA,NA,NA,NA,NA,85.37,NA,*,*,NA,*,NA,14.63,85.37,53.66,46.34,2.44,97.56,NA,51.22,48.78,NA,NA,100.00,2.44,NA,NA,12.20,NA,NA,85.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,10,[Districtwide],Algoma,*,NA,NA,NA,*,NA,82.76,NA,*,NA,*,NA,NA,17.24,82.76,51.72,48.28,6.90,93.10,NA,43.10,56.90,NA,NA,100.00,NA,NA,NA,8.62,NA,3.45,87.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,11,[Districtwide],Algoma,*,NA,NA,NA,*,*,75.00,NA,*,NA,*,NA,NA,25.00,75.00,50.00,50.00,NA,100.00,NA,56.25,43.75,NA,NA,100.00,NA,NA,NA,4.17,NA,NA,95.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,12,[Districtwide],Algoma,NA,NA,*,NA,*,NA,81.36,NA,*,NA,*,*,NA,18.64,81.36,33.90,66.10,1.69,98.31,NA,47.46,52.54,NA,NA,100.00,NA,NA,1.69,6.78,NA,1.69,89.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,2,[Districtwide],Algoma,*,NA,NA,NA,*,*,78.57,NA,NA,*,*,*,NA,21.43,78.57,59.52,40.48,NA,100.00,NA,40.48,59.52,NA,NA,100.00,NA,NA,4.76,4.76,NA,11.90,78.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,3,[Districtwide],Algoma,NA,NA,*,NA,NA,NA,*,NA,*,*,*,*,NA,*,*,38.46,61.54,2.56,97.44,NA,41.03,58.97,NA,NA,100.00,NA,NA,NA,5.13,NA,NA,94.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,4,[Districtwide],Algoma,*,NA,NA,NA,NA,*,86.96,NA,*,NA,*,NA,NA,13.04,86.96,47.83,52.17,6.52,93.48,NA,45.65,54.35,NA,NA,100.00,NA,NA,2.17,8.70,NA,4.35,84.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,5,[Districtwide],Algoma,*,NA,NA,NA,*,NA,80.49,NA,*,NA,*,*,NA,19.51,80.49,58.54,41.46,4.88,95.12,NA,39.02,60.98,NA,NA,100.00,NA,2.44,2.44,12.20,NA,4.88,78.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,6,[Districtwide],Algoma,NA,NA,NA,NA,NA,*,82.61,NA,*,NA,*,NA,NA,17.39,82.61,60.87,39.13,6.52,93.48,NA,56.52,43.48,NA,NA,100.00,NA,NA,NA,8.70,NA,4.35,86.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,7,[Districtwide],Algoma,*,NA,NA,NA,*,*,87.04,NA,*,NA,NA,*,NA,12.96,87.04,40.74,59.26,3.70,96.30,NA,31.48,68.52,NA,NA,100.00,NA,NA,NA,5.56,NA,1.85,92.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,8,[Districtwide],Algoma,NA,NA,NA,NA,NA,NA,86.00,NA,*,NA,*,NA,NA,14.00,86.00,48.00,52.00,4.00,96.00,NA,48.00,52.00,NA,NA,100.00,2.00,2.00,NA,8.00,NA,4.00,84.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,9,[Districtwide],Algoma,*,NA,NA,NA,*,NA,87.72,NA,NA,NA,*,NA,NA,12.28,87.72,43.86,56.14,3.51,96.49,NA,52.63,47.37,NA,NA,100.00,NA,1.75,3.51,7.02,NA,1.75,85.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,K4,[Districtwide],Algoma,*,NA,NA,NA,NA,NA,82.93,NA,NA,*,NA,*,NA,17.07,82.93,48.78,51.22,NA,100.00,NA,41.46,58.54,NA,NA,100.00,NA,NA,NA,12.20,NA,2.44,85.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,KG,[Districtwide],Algoma,NA,NA,NA,NA,NA,NA,84.21,*,NA,*,NA,*,NA,15.79,84.21,50.00,50.00,NA,100.00,NA,47.37,52.63,NA,NA,100.00,NA,NA,NA,2.63,NA,5.26,92.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
0070NA,PK,[Districtwide],Algoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
00700020,1,Algoma Elementary,Algoma,NA,NA,NA,NA,NA,NA,85.37,NA,*,*,NA,*,NA,14.63,85.37,53.66,46.34,2.44,97.56,NA,51.22,48.78,NA,NA,100.00,2.44,NA,NA,12.20,NA,NA,85.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700020,2,Algoma Elementary,Algoma,*,NA,NA,NA,*,*,78.57,NA,NA,*,*,*,NA,21.43,78.57,59.52,40.48,NA,100.00,NA,40.48,59.52,NA,NA,100.00,NA,NA,4.76,4.76,NA,11.90,78.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700020,3,Algoma Elementary,Algoma,NA,NA,*,NA,NA,NA,*,NA,*,*,*,*,NA,*,*,38.46,61.54,2.56,97.44,NA,41.03,58.97,NA,NA,100.00,NA,NA,NA,5.13,NA,NA,94.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700020,4,Algoma Elementary,Algoma,*,NA,NA,NA,NA,*,86.96,NA,*,NA,*,NA,NA,13.04,86.96,47.83,52.17,6.52,93.48,NA,45.65,54.35,NA,NA,100.00,NA,NA,2.17,8.70,NA,4.35,84.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700020,5,Algoma Elementary,Algoma,*,NA,NA,NA,*,NA,80.49,NA,*,NA,*,*,NA,19.51,80.49,58.54,41.46,4.88,95.12,NA,39.02,60.98,NA,NA,100.00,NA,2.44,2.44,12.20,NA,4.88,78.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700020,6,Algoma Elementary,Algoma,NA,NA,NA,NA,NA,*,82.61,NA,*,NA,*,NA,NA,17.39,82.61,60.87,39.13,6.52,93.48,NA,56.52,43.48,NA,NA,100.00,NA,NA,NA,8.70,NA,4.35,86.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700020,K4,Algoma Elementary,Algoma,*,NA,NA,NA,NA,NA,82.93,NA,NA,*,NA,*,NA,17.07,82.93,48.78,51.22,NA,100.00,NA,41.46,58.54,NA,NA,100.00,NA,NA,NA,12.20,NA,2.44,85.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700020,KG,Algoma Elementary,Algoma,NA,NA,NA,NA,NA,NA,84.21,*,NA,*,NA,*,NA,15.79,84.21,50.00,50.00,NA,100.00,NA,47.37,52.63,NA,NA,100.00,NA,NA,NA,2.63,NA,5.26,92.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700020,PK,Algoma Elementary,Algoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
00700040,10,Algoma High,Algoma,*,NA,NA,NA,*,NA,84.00,NA,*,NA,*,NA,NA,16.00,84.00,54.00,46.00,8.00,92.00,NA,38.00,62.00,NA,NA,100.00,NA,NA,NA,10.00,NA,2.00,88.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700040,11,Algoma High,Algoma,*,NA,NA,NA,*,*,75.56,NA,*,NA,*,NA,NA,24.44,75.56,48.89,51.11,NA,100.00,NA,55.56,44.44,NA,NA,100.00,NA,NA,NA,4.44,NA,NA,95.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700040,12,Algoma High,Algoma,NA,NA,*,NA,*,NA,81.82,NA,*,NA,*,*,NA,18.18,81.82,34.55,65.45,NA,100.00,NA,47.27,52.73,NA,NA,100.00,NA,NA,1.82,5.45,NA,1.82,90.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700040,7,Algoma High,Algoma,*,NA,NA,NA,*,*,86.27,NA,*,NA,NA,*,NA,13.73,86.27,41.18,58.82,3.92,96.08,NA,29.41,70.59,NA,NA,100.00,NA,NA,NA,5.88,NA,1.96,92.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700040,8,Algoma High,Algoma,NA,NA,NA,NA,NA,NA,86.05,NA,*,NA,*,NA,NA,13.95,86.05,46.51,53.49,4.65,95.35,NA,46.51,53.49,NA,NA,100.00,2.33,2.33,NA,9.30,NA,4.65,81.40,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700040,9,Algoma High,Algoma,*,NA,NA,NA,*,NA,82.93,NA,NA,NA,*,NA,NA,17.07,82.93,43.90,56.10,2.44,97.56,NA,48.78,51.22,NA,NA,100.00,NA,NA,4.88,4.88,NA,2.44,87.80,NA,NA,NA,NA,NA,NA,NA,NA,NA
00700400,10,Algoma Venture Academy,Algoma,NA,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,12.50,87.50,NA,NA,NA,NA,*,NA,NA,NA,NA
00700400,11,Algoma Venture Academy,Algoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
00700400,12,Algoma Venture Academy,Algoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.00,75.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.00,NA,NA,75.00,NA,NA,NA,NA,*,*,*,*,*
00700400,7,Algoma Venture Academy,Algoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,*,*,*,*
00700400,8,Algoma Venture Academy,Algoma,NA,NA,NA,NA,NA,NA,*,NA,*,NA,NA,NA,NA,*,*,NA,NA,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,*,NA,NA,NA,NA
00700400,9,Algoma Venture Academy,Algoma,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,43.75,56.25,6.25,93.75,NA,62.50,37.50,NA,NA,100.00,NA,6.25,NA,12.50,NA,NA,81.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
0084NA,1,[Districtwide],Alma,*,NA,NA,NA,NA,NA,*,NA,NA,*,NA,NA,NA,*,*,*,*,NA,100.00,NA,47.06,52.94,NA,NA,100.00,5.88,5.88,NA,11.76,NA,NA,76.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
0084NA,10,[Districtwide],Alma,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,100.00,43.75,56.25,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0084NA,11,[Districtwide],Alma,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,NA,NA,*,*,50.00,50.00,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,16.67,NA,NA,83.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
0084NA,12,[Districtwide],Alma,NA,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,41.18,58.82,NA,100.00,NA,52.94,47.06,NA,NA,100.00,NA,5.88,NA,11.76,NA,NA,82.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
0084NA,2,[Districtwide],Alma,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,NA,*,*,*,*,NA,100.00,NA,*,*,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0084NA,3,[Districtwide],Alma,NA,NA,NA,NA,NA,NA,*,NA,*,*,NA,NA,NA,*,*,35.00,65.00,NA,100.00,NA,40.00,60.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
0084NA,4,[Districtwide],Alma,*,NA,NA,NA,NA,NA,60.00,NA,*,NA,*,*,NA,40.00,60.00,46.67,53.33,NA,100.00,NA,60.00,40.00,NA,NA,100.00,NA,NA,NA,6.67,NA,NA,93.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
0084NA,5,[Districtwide],Alma,NA,NA,NA,NA,NA,NA,*,NA,*,NA,*,NA,NA,*,*,47.37,52.63,NA,100.00,NA,52.63,47.37,NA,NA,100.00,NA,NA,NA,NA,NA,5.26,94.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
